gene_identifier,gene_symbol,name,mapped_ncbi_identifier,comment
ENSMUSG00000041592,Sdk2,sidekick cell adhesion molecule 2,NCBIGene:237979,
ENSMUSG00000070866,Zfp804a,zinc finger protein 804A,NCBIGene:241514,
ENSMUSG00000074305,Peak1,pseudopodium-enriched atypical kinase 1,NCBIGene:244895,
ENSMUSG00000025810,Nrp1,neuropilin 1,NCBIGene:18186,
ENSMUSG00000031698,Mylk3,myosin light chain kinase 3,NCBIGene:213435,
ENSMUSG00000097452,Gm2824,predicted gene 2824,,
ENSMUSG00000016494,Cd34,CD34 antigen,NCBIGene:12490,
ENSMUSG00000063804,Lin28b,lin-28 homolog B (C. elegans),NCBIGene:380669,
ENSMUSG00000032024,Clmp,CXADR-like membrane protein,NCBIGene:71566,
ENSMUSG00000050663,Trhde,TRH-degrading enzyme,NCBIGene:237553,
ENSMUSG00000037148,Arhgap10,Rho GTPase activating protein 10,NCBIGene:78514,
ENSMUSG00000085456,Gm15398,predicted gene 15398,,
ENSMUSG00000034584,Exph5,exophilin 5,NCBIGene:320051,
ENSMUSG00000042834,Nrep,neuronal regeneration related protein,NCBIGene:27528,
ENSMUSG00000046159,Chrm3,"cholinergic receptor, muscarinic 3, cardiac",NCBIGene:12671,
ENSMUSG00000031997,Trpc6,"transient receptor potential cation channel, subfamily C, member 6",NCBIGene:22068,
ENSMUSG00000052479,A330008L17Rik,RIKEN cDNA A330008L17 gene,NCBIGene:234624,
ENSMUSG00000052353,Cemip,"cell migration inducing protein, hyaluronan binding",NCBIGene:80982,
ENSMUSG00000016487,Ppfibp1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",NCBIGene:67533,
ENSMUSG00000000247,Lhx2,LIM homeobox protein 2,NCBIGene:16870,
ENSMUSG00000034987,Hrh2,histamine receptor H2,NCBIGene:15466,
ENSMUSG00000029705,Cux1,cut-like homeobox 1,NCBIGene:13047,
ENSMUSG00000041324,Inhba,inhibin beta-A,NCBIGene:16323,
ENSMUSG00000030306,Tmtc1,transmembrane and tetratricopeptide repeat containing 1,NCBIGene:387314,
ENSMUSG00000101299,Gm28175,predicted gene 28175,,
ENSMUSG00000046982,Tshz1,teashirt zinc finger family member 1,NCBIGene:110796,
ENSMUSG00000053930,Shisa6,shisa family member 6,NCBIGene:380702,
ENSMUSG00000075224,Lrrc55,leucine rich repeat containing 55,NCBIGene:241528,
ENSMUSG00000030500,Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",NCBIGene:140919,
ENSMUSG00000087301,Gm13629,predicted gene 13629,,
ENSMUSG00000022687,Boc,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein,NCBIGene:117606,
ENSMUSG00000017144,Rnd3,Rho family GTPase 3,NCBIGene:74194,
ENSMUSG00000018417,Myo1b,myosin IB,NCBIGene:17912,
ENSMUSG00000035456,Prdm8,PR domain containing 8,NCBIGene:77630,
ENSMUSG00000045515,Pou3f3,"POU domain, class 3, transcription factor 3",NCBIGene:18993,
ENSMUSG00000032890,Rims3,regulating synaptic membrane exocytosis 3,NCBIGene:242662,
ENSMUSG00000097589,Dleu2,"deleted in lymphocytic leukemia, 2",NCBIGene:668253,
ENSMUSG00000032012,Nectin1,nectin cell adhesion molecule 1,NCBIGene:58235,
ENSMUSG00000045613,Chrm2,"cholinergic receptor, muscarinic 2, cardiac",NCBIGene:243764,
ENSMUSG00000079330,Lemd1,LEM domain containing 1,NCBIGene:213409,
ENSMUSG00000058183,Mmel1,membrane metallo-endopeptidase-like 1,NCBIGene:27390,
ENSMUSG00000087141,Plcxd2,"phosphatidylinositol-specific phospholipase C, X domain containing 2",NCBIGene:433022,
ENSMUSG00000026163,Sphkap,"SPHK1 interactor, AKAP domain containing",NCBIGene:77629,
ENSMUSG00000097156,Gm3764,predicted gene 3764,NCBIGene:100042277,
ENSMUSG00000035067,Xkr6,X-linked Kx blood group related 6,NCBIGene:219149,
ENSMUSG00000030898,Cckbr,cholecystokinin B receptor,NCBIGene:12426,
ENSMUSG00000030616,Sytl2,synaptotagmin-like 2,NCBIGene:83671,
ENSMUSG00000017978,Cadps2,Ca2+-dependent activator protein for secretion 2,NCBIGene:320405,
ENSMUSG00000027965,Olfm3,olfactomedin 3,NCBIGene:229759,
ENSMUSG00000023232,Serinc2,serine incorporator 2,NCBIGene:230779,
ENSMUSG00000017493,Igfbp4,insulin-like growth factor binding protein 4,NCBIGene:16010,
ENSMUSG00000033420,Antxr1,anthrax toxin receptor 1,NCBIGene:69538,
ENSMUSG00000026315,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",NCBIGene:20725,
ENSMUSG00000037679,Inf2,"inverted formin, FH2 and WH2 domain containing",NCBIGene:70435,
ENSMUSG00000021866,Anxa11,annexin A11,NCBIGene:11744,
ENSMUSG00000091542,Gm17167,predicted gene 17167,,
ENSMUSG00000086220,Gm16599,"predicted gene, 16599",,
ENSMUSG00000034310,Tmem132d,transmembrane protein 132D,NCBIGene:243274,
ENSMUSG00000029309,Sparcl1,SPARC-like 1,NCBIGene:13602,
ENSMUSG00000062098,Btbd3,BTB (POZ) domain containing 3,NCBIGene:228662,
ENSMUSG00000049744,Arhgap15,Rho GTPase activating protein 15,NCBIGene:76117,
ENSMUSG00000041540,Sox5,SRY (sex determining region Y)-box 5,NCBIGene:20678,
ENSMUSG00000032355,Mlip,muscular LMNA-interacting protein,NCBIGene:69642,
ENSMUSG00000050505,Pcdh20,protocadherin 20,NCBIGene:219257,
ENSMUSG00000027560,Dok5,docking protein 5,NCBIGene:76829,
ENSMUSG00000035513,Ntng2,netrin G2,NCBIGene:171171,
ENSMUSG00000046321,Hs3st2,heparan sulfate (glucosamine) 3-O-sulfotransferase 2,NCBIGene:195646,
ENSMUSG00000053004,Hrh1,histamine receptor H1,NCBIGene:15465,
ENSMUSG00000056145,AI504432,expressed sequence AI504432,NCBIGene:229694,
ENSMUSG00000030226,Lmo3,LIM domain only 3,NCBIGene:109593,
ENSMUSG00000086363,A330102I10Rik,RIKEN cDNA A330102I10 gene,NCBIGene:77920,
ENSMUSG00000017400,Stac2,SH3 and cysteine rich domain 2,NCBIGene:217154,
ENSMUSG00000044042,Fmn1,formin 1,NCBIGene:14260,
ENSMUSG00000022494,Shisa9,shisa family member 9,NCBIGene:72555,
ENSMUSG00000006356,Crip2,cysteine rich protein 2,NCBIGene:68337,
ENSMUSG00000029436,Mmp17,matrix metallopeptidase 17,NCBIGene:23948,
ENSMUSG00000016179,Camk1g,calcium/calmodulin-dependent protein kinase I gamma,NCBIGene:215303,
ENSMUSG00000042757,Tmem108,transmembrane protein 108,NCBIGene:81907,
ENSMUSG00000022594,Lynx1,Ly6/neurotoxin 1,NCBIGene:23936,
ENSMUSG00000017417,Plxdc1,plexin domain containing 1,NCBIGene:72324,
ENSMUSG00000038291,Snx25,sorting nexin 25,NCBIGene:102141,
ENSMUSG00000002897,Il17ra,interleukin 17 receptor A,NCBIGene:16172,
ENSMUSG00000037996,Slc24a2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",NCBIGene:76376,
ENSMUSG00000041308,Sntb2,"syntrophin, basic 2",NCBIGene:20650,
ENSMUSG00000032020,Ubash3b,"ubiquitin associated and SH3 domain containing, B",NCBIGene:72828,
ENSMUSG00000038349,Plcl1,phospholipase C-like 1,NCBIGene:227120,
ENSMUSG00000117410,Gm50304,"predicted gene, 50304",,
ENSMUSG00000030792,Dkkl1,dickkopf-like 1,NCBIGene:50722,
ENSMUSG00000032609,Klhdc8b,kelch domain containing 8B,NCBIGene:78267,
ENSMUSG00000054556,Gm4876,predicted gene 4876,NCBIGene:232599,
ENSMUSG00000034098,Fstl5,follistatin-like 5,NCBIGene:213262,
ENSMUSG00000052301,Doc2a,"double C2, alpha",NCBIGene:13446,
ENSMUSG00000090116,Gm15680,predicted gene 15680,,
ENSMUSG00000032625,Thsd7a,"thrombospondin, type I, domain containing 7A",NCBIGene:330267,
ENSMUSG00000047773,Ankfn1,ankyrin-repeat and fibronectin type III domain containing 1,NCBIGene:382543,
ENSMUSG00000026344,Lypd1,Ly6/Plaur domain containing 1,NCBIGene:72585,
ENSMUSG00000097516,4930467D21Rik,RIKEN cDNA 4930467D21 gene,,
ENSMUSG00000067028,Cntnap5b,contactin associated protein-like 5B,NCBIGene:241175,
ENSMUSG00000055214,Pld5,"phospholipase D family, member 5",NCBIGene:319455,
ENSMUSG00000000184,Ccnd2,cyclin D2,NCBIGene:12444,
ENSMUSG00000075334,Rprm,"reprimo, TP53 dependent G2 arrest mediator candidate",NCBIGene:67874,
ENSMUSG00000041959,S100a10,S100 calcium binding protein A10 (calpactin),NCBIGene:20194,
ENSMUSG00000026970,Rbms1,"RNA binding motif, single stranded interacting protein 1",NCBIGene:56878,
ENSMUSG00000103428,Gm20754,"predicted gene, 20754",NCBIGene:626082,
ENSMUSG00000032036,Kirrel3,kirre like nephrin family adhesion molecule 3,NCBIGene:67703,
ENSMUSG00000029189,Sel1l3,sel-1 suppressor of lin-12-like 3 (C. elegans),NCBIGene:231238,
ENSMUSG00000038156,Spon1,"spondin 1, (f-spondin) extracellular matrix protein",NCBIGene:233744,
ENSMUSG00000027009,Itga4,integrin alpha 4,NCBIGene:16401,
ENSMUSG00000022935,Grik1,"glutamate receptor, ionotropic, kainate 1",NCBIGene:14805,
ENSMUSG00000052387,Trpm3,"transient receptor potential cation channel, subfamily M, member 3",NCBIGene:226025,
ENSMUSG00000028382,Ptbp3,polypyrimidine tract binding protein 3,NCBIGene:230257,
ENSMUSG00000117314,C030013G03Rik,RIKEN cDNA C030013G03 gene,NCBIGene:77414,
ENSMUSG00000035107,Dcbld2,"discoidin, CUB and LCCL domain containing 2",NCBIGene:73379,
ENSMUSG00000085549,1700047F07Rik,RIKEN cDNA 1700047F07 gene,,
ENSMUSG00000025776,Crispld1,cysteine-rich secretory protein LCCL domain containing 1,NCBIGene:83691,
ENSMUSG00000020486,Sept4,septin 4,NCBIGene:18952,
ENSMUSG00000032908,Sgpp2,sphingosine-1-phosphate phosphotase 2,NCBIGene:433323,
ENSMUSG00000043668,Tox3,TOX high mobility group box family member 3,NCBIGene:244579,
ENSMUSG00000039683,Sdk1,sidekick cell adhesion molecule 1,NCBIGene:330222,
ENSMUSG00000032033,Barx2,BarH-like homeobox 2,NCBIGene:12023,
ENSMUSG00000060487,Samd5,sterile alpha motif domain containing 5,NCBIGene:320825,
ENSMUSG00000029602,Rasal1,RAS protein activator like 1 (GAP1 like),NCBIGene:19415,
ENSMUSG00000063446,Plppr1,phospholipid phosphatase related 1,NCBIGene:272031,
ENSMUSG00000026479,Lamc2,"laminin, gamma 2",NCBIGene:16782,
ENSMUSG00000035835,Plppr3,phospholipid phosphatase related 3,NCBIGene:216152,
ENSMUSG00000041380,Htr2c,5-hydroxytryptamine (serotonin) receptor 2C,NCBIGene:15560,
ENSMUSG00000030844,Rgs10,regulator of G-protein signalling 10,NCBIGene:67865,
ENSMUSG00000028864,Hgf,hepatocyte growth factor,NCBIGene:15234,
ENSMUSG00000039533,Mmd2,monocyte to macrophage differentiation-associated 2,NCBIGene:75104,
ENSMUSG00000005124,Ccn4,cellular communication network factor 4,NCBIGene:22402,
ENSMUSG00000047228,A2ml1,alpha-2-macroglobulin like 1,NCBIGene:232400,
ENSMUSG00000025997,Ikzf2,IKAROS family zinc finger 2,NCBIGene:22779,
ENSMUSG00000030123,Plxnd1,plexin D1,NCBIGene:67784,
ENSMUSG00000050783,Htr1f,5-hydroxytryptamine (serotonin) receptor 1F,NCBIGene:15557,
ENSMUSG00000039257,Vstm2b,V-set and transmembrane domain containing 2B,NCBIGene:58188,
ENSMUSG00000000805,Car4,carbonic anhydrase 4,NCBIGene:12351,
ENSMUSG00000051323,Pcdh19,protocadherin 19,NCBIGene:279653,
ENSMUSG00000027716,Trpc3,"transient receptor potential cation channel, subfamily C, member 3",NCBIGene:22065,
ENSMUSG00000027188,Pamr1,peptidase domain containing associated with muscle regeneration 1,NCBIGene:210622,
ENSMUSG00000033278,Ptprm,"protein tyrosine phosphatase, receptor type, M",NCBIGene:19274,
ENSMUSG00000034687,Fras1,Fraser extracellular matrix complex subunit 1,NCBIGene:231470,
ENSMUSG00000033208,S100b,"S100 protein, beta polypeptide, neural",NCBIGene:20203,
ENSMUSG00000044365,Cxxc4,CXXC finger 4,NCBIGene:319478,
ENSMUSG00000022468,Endou,"endonuclease, polyU-specific",NCBIGene:19011,
ENSMUSG00000022112,Gpc5,glypican 5,NCBIGene:103978,
ENSMUSG00000030352,Tspan9,tetraspanin 9,NCBIGene:109246,
ENSMUSG00000052026,Slc6a7,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",NCBIGene:240332,
ENSMUSG00000020601,Trib2,tribbles pseudokinase 2,NCBIGene:217410,
ENSMUSG00000022537,Tmem44,transmembrane protein 44,NCBIGene:224090,
ENSMUSG00000001542,Ell2,elongation factor RNA polymerase II 2,NCBIGene:192657,
ENSMUSG00000070047,Fat1,FAT atypical cadherin 1,NCBIGene:14107,
ENSMUSG00000020205,Phlda1,"pleckstrin homology like domain, family A, member 1",NCBIGene:21664,
ENSMUSG00000024238,Zeb1,zinc finger E-box binding homeobox 1,NCBIGene:21417,
ENSMUSG00000057606,Colq,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,NCBIGene:382864,
ENSMUSG00000022054,Nefm,"neurofilament, medium polypeptide",NCBIGene:18040,
ENSMUSG00000021676,Iqgap2,IQ motif containing GTPase activating protein 2,NCBIGene:544963,
ENSMUSG00000047996,Prrg1,proline rich Gla (G-carboxyglutamic acid) 1,NCBIGene:546336,
ENSMUSG00000092090,Gm3294,predicted gene 3294,NCBIGene:118567373,
ENSMUSG00000027803,Wwtr1,WW domain containing transcription regulator 1,NCBIGene:97064,
ENSMUSG00000045036,Tmem232,transmembrane protein 232,NCBIGene:381107,
ENSMUSG00000041565,L3mbtl4,L3MBTL4 histone methyl-lysine binding protein,NCBIGene:320858,
ENSMUSG00000035000,Dpp4,dipeptidylpeptidase 4,NCBIGene:13482,
ENSMUSG00000018470,Kcnab3,"potassium voltage-gated channel, shaker-related subfamily, beta member 3",NCBIGene:16499,
ENSMUSG00000097911,Gm26691,"predicted gene, 26691",,
ENSMUSG00000022887,Masp1,mannan-binding lectin serine peptidase 1,NCBIGene:17174,
ENSMUSG00000035189,Ano4,anoctamin 4,NCBIGene:320091,
ENSMUSG00000022021,Diaph3,diaphanous related formin 3,NCBIGene:56419,
ENSMUSG00000040254,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",NCBIGene:108151,
ENSMUSG00000061353,Cxcl12,chemokine (C-X-C motif) ligand 12,NCBIGene:20315,
ENSMUSG00000028909,Ptpru,"protein tyrosine phosphatase, receptor type, U",NCBIGene:19273,
ENSMUSG00000045991,Onecut2,"one cut domain, family member 2",NCBIGene:225631,
ENSMUSG00000059203,Il1rapl2,interleukin 1 receptor accessory protein-like 2,NCBIGene:60367,
ENSMUSG00000005148,Klf5,Kruppel-like factor 5,NCBIGene:12224,
ENSMUSG00000033377,Palmd,palmdelphin,NCBIGene:114301,
ENSMUSG00000027895,Kcnc4,"potassium voltage gated channel, Shaw-related subfamily, member 4",NCBIGene:99738,
ENSMUSG00000013076,Amotl1,angiomotin-like 1,NCBIGene:75723,
ENSMUSG00000043289,Mei4,meiotic double-stranded break formation protein 4,NCBIGene:75033,
ENSMUSG00000109121,Gm44644,predicted gene 44644,,
ENSMUSG00000021250,Fos,FBJ osteosarcoma oncogene,NCBIGene:14281,
ENSMUSG00000118257,9630014M24Rik,RIKEN cDNA 9630014M24 gene,,
ENSMUSG00000050447,Lypd6,LY6/PLAUR domain containing 6,NCBIGene:320343,
ENSMUSG00000028906,Epb41,erythrocyte membrane protein band 4.1,NCBIGene:269587,
ENSMUSG00000026610,Esrrg,estrogen-related receptor gamma,NCBIGene:26381,
ENSMUSG00000052105,Mtcl1,microtubule crosslinking factor 1,NCBIGene:68617,
ENSMUSG00000000058,Cav2,caveolin 2,NCBIGene:12390,
ENSMUSG00000094002,Gm9866,predicted gene 9866,,
ENSMUSG00000097182,A830009L08Rik,RIKEN cDNA A830009L08 gene,NCBIGene:320297,
ENSMUSG00000031642,Sh3rf1,SH3 domain containing ring finger 1,NCBIGene:59009,
ENSMUSG00000029869,Ephb6,Eph receptor B6,NCBIGene:13848,
ENSMUSG00000032060,Cryab,"crystallin, alpha B",NCBIGene:12955,
ENSMUSG00000033316,Galnt9,polypeptide N-acetylgalactosaminyltransferase 9,NCBIGene:231605,
ENSMUSG00000027087,Itgav,integrin alpha V,NCBIGene:16410,
ENSMUSG00000000861,Bcl11a,B cell CLL/lymphoma 11A (zinc finger protein),NCBIGene:14025,
ENSMUSG00000001985,Grik3,"glutamate receptor, ionotropic, kainate 3",NCBIGene:14807,
ENSMUSG00000049511,Htr1b,5-hydroxytryptamine (serotonin) receptor 1B,NCBIGene:15551,
ENSMUSG00000037035,Inhbb,inhibin beta-B,NCBIGene:16324,
ENSMUSG00000030103,Bhlhe40,"basic helix-loop-helix family, member e40",NCBIGene:20893,
ENSMUSG00000097039,Pvt1,Pvt1 oncogene,NCBIGene:19296,
ENSMUSG00000023192,Grm2,"glutamate receptor, metabotropic 2",NCBIGene:108068,
ENSMUSG00000063873,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",NCBIGene:94249,
ENSMUSG00000044499,Hs3st5,heparan sulfate (glucosamine) 3-O-sulfotransferase 5,NCBIGene:319415,
ENSMUSG00000025370,Cdh9,cadherin 9,NCBIGene:12565,
ENSMUSG00000034009,Rxfp1,relaxin/insulin-like family peptide receptor 1,NCBIGene:381489,
ENSMUSG00000046546,Fam43a,"family with sequence similarity 43, member A",NCBIGene:224093,
ENSMUSG00000099964,Gm29514,predicted gene 29514,NCBIGene:102639375,
ENSMUSG00000026278,Bok,BCL2-related ovarian killer,NCBIGene:51800,
ENSMUSG00000047904,Sstr2,somatostatin receptor 2,NCBIGene:20606,
ENSMUSG00000028341,Nr4a3,"nuclear receptor subfamily 4, group A, member 3",NCBIGene:18124,
ENSMUSG00000026826,Nr4a2,"nuclear receptor subfamily 4, group A, member 2",NCBIGene:18227,
ENSMUSG00000062382,Ftl1-ps1,"ferritin light polypeptide 1, pseudogene 1",NCBIGene:634386,
ENSMUSG00000106379,Lhfpl3,lipoma HMGIC fusion partner-like 3,NCBIGene:269629,
ENSMUSG00000038068,Rnf144b,ring finger protein 144B,NCBIGene:218215,
ENSMUSG00000036611,Eepd1,endonuclease/exonuclease/phosphatase family domain containing 1,NCBIGene:67484,
ENSMUSG00000039252,Lgi2,"leucine-rich repeat LGI family, member 2",NCBIGene:246316,
ENSMUSG00000050711,Scg2,secretogranin II,NCBIGene:20254,
ENSMUSG00000062184,Hs6st2,heparan sulfate 6-O-sulfotransferase 2,NCBIGene:50786,
ENSMUSG00000031765,Mt1,metallothionein 1,NCBIGene:17748,
ENSMUSG00000017491,Rarb,"retinoic acid receptor, beta",NCBIGene:218772,
ENSMUSG00000055078,Gabra5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5",NCBIGene:110886,
ENSMUSG00000033849,B3galt2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",NCBIGene:26878,
ENSMUSG00000009734,Pou6f2,"POU domain, class 6, transcription factor 2",NCBIGene:218030,
ENSMUSG00000024085,Man2a1,"mannosidase 2, alpha 1",NCBIGene:17158,
ENSMUSG00000038578,Susd1,sushi domain containing 1,NCBIGene:634731,
ENSMUSG00000063632,Sox11,SRY (sex determining region Y)-box 11,NCBIGene:20666,
ENSMUSG00000031772,Cntnap4,contactin associated protein-like 4,NCBIGene:170571,
ENSMUSG00000026765,Lypd6b,LY6/PLAUR domain containing 6B,NCBIGene:71897,
ENSMUSG00000047881,Rell1,RELT-like 1,NCBIGene:100532,
ENSMUSG00000038077,Kcna6,"potassium voltage-gated channel, shaker-related, subfamily, member 6",NCBIGene:16494,
ENSMUSG00000040420,Cdh18,cadherin 18,NCBIGene:320865,
ENSMUSG00000029335,Bmp3,bone morphogenetic protein 3,NCBIGene:110075,
ENSMUSG00000052430,Bmpr1b,"bone morphogenetic protein receptor, type 1B",NCBIGene:12167,
ENSMUSG00000041836,Ptpre,"protein tyrosine phosphatase, receptor type, E",NCBIGene:19267,
ENSMUSG00000016918,Sulf1,sulfatase 1,NCBIGene:240725,
ENSMUSG00000027669,Gnb4,"guanine nucleotide binding protein (G protein), beta 4",NCBIGene:14696,
ENSMUSG00000032017,Grik4,"glutamate receptor, ionotropic, kainate 4",NCBIGene:110637,
ENSMUSG00000067786,Nnat,neuronatin,NCBIGene:18111,
ENSMUSG00000034612,Chst11,carbohydrate sulfotransferase 11,NCBIGene:58250,
ENSMUSG00000030047,Arhgap25,Rho GTPase activating protein 25,NCBIGene:232201,
ENSMUSG00000052133,Sema5b,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B",NCBIGene:20357,
ENSMUSG00000085058,8030453O22Rik,RIKEN cDNA 8030453O22 gene,NCBIGene:77209,
ENSMUSG00000048387,Osr1,odd-skipped related transcription factor 1,NCBIGene:23967,
ENSMUSG00000031557,Plekha2,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2",NCBIGene:83436,
ENSMUSG00000033063,Cntnap3,contactin associated protein-like 3,NCBIGene:238680,
ENSMUSG00000044017,Adgrd1,adhesion G protein-coupled receptor D1,NCBIGene:243277,
ENSMUSG00000021838,Samd4,sterile alpha motif domain containing 4,NCBIGene:74480,
ENSMUSG00000027358,Bmp2,bone morphogenetic protein 2,NCBIGene:12156,
ENSMUSG00000045314,Sowahb,sosondowah ankyrin repeat domain family member B,NCBIGene:78088,
ENSMUSG00000032289,Thsd4,"thrombospondin, type I, domain containing 4",NCBIGene:207596,
ENSMUSG00000029055,Plch2,"phospholipase C, eta 2",NCBIGene:269615,
ENSMUSG00000053399,Adamts18,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18",NCBIGene:208936,
ENSMUSG00000039316,Rftn1,raftlin lipid raft linker 1,NCBIGene:76438,
ENSMUSG00000003934,Efnb3,ephrin B3,NCBIGene:13643,
ENSMUSG00000041046,Ramp3,receptor (calcitonin) activity modifying protein 3,NCBIGene:56089,
ENSMUSG00000107666,4933406J09Rik,RIKEN cDNA 4933406J09 gene,NCBIGene:102639979,
ENSMUSG00000048251,Bcl11b,B cell leukemia/lymphoma 11B,NCBIGene:58208,
ENSMUSG00000021732,Fgf10,fibroblast growth factor 10,NCBIGene:14165,
ENSMUSG00000029154,Cwh43,cell wall biogenesis 43 C-terminal homolog,NCBIGene:231293,
ENSMUSG00000021478,Drd1,dopamine receptor D1,NCBIGene:13488,
ENSMUSG00000036466,Megf11,multiple EGF-like-domains 11,NCBIGene:214058,
ENSMUSG00000030307,Slc6a11,"solute carrier family 6 (neurotransmitter transporter, GABA), member 11",NCBIGene:243616,
ENSMUSG00000025905,Oprk1,"opioid receptor, kappa 1",NCBIGene:18387,
ENSMUSG00000027748,Trpc4,"transient receptor potential cation channel, subfamily C, member 4",NCBIGene:22066,
ENSMUSG00000097248,Gm2694,predicted gene 2694,NCBIGene:100040294,
ENSMUSG00000036856,Wnt4,"wingless-type MMTV integration site family, member 4",NCBIGene:22417,
ENSMUSG00000049148,Plcxd3,"phosphatidylinositol-specific phospholipase C, X domain containing 3",NCBIGene:239318,
ENSMUSG00000034796,Cpne7,copine VII,NCBIGene:102278,
ENSMUSG00000022309,Angpt1,angiopoietin 1,NCBIGene:11600,
ENSMUSG00000047369,Dnah14,"dynein, axonemal, heavy chain 14",NCBIGene:240960,
ENSMUSG00000063260,Syt10,synaptotagmin X,NCBIGene:54526,
ENSMUSG00000074776,Gm10754,predicted gene 10754,NCBIGene:100038699,
ENSMUSG00000044250,Pced1b,PC-esterase domain containing 1B,NCBIGene:239647,
ENSMUSG00000022885,St6gal1,"beta galactoside alpha 2,6 sialyltransferase 1",NCBIGene:20440,
ENSMUSG00000062563,Cys1,cystin 1,NCBIGene:12879,
ENSMUSG00000058145,Adamts17,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 17",NCBIGene:233332,
